algoritmo,caso,tamanho,tempo_execucao_n,tempo_execucao_media,tempo_execucao_std,tempo_execucao_min,tempo_execucao_max,tempo_execucao_mediana,tempo_execucao_q1,tempo_execucao_q3,comparacoes_n,comparacoes_media,comparacoes_std,comparacoes_min,comparacoes_max,comparacoes_mediana,comparacoes_q1,comparacoes_q3,trocas_n,trocas_media,trocas_std,trocas_min,trocas_max,trocas_mediana,trocas_q1,trocas_q3,cpu_pico_n,cpu_pico_media,cpu_pico_std,cpu_pico_min,cpu_pico_max,cpu_pico_mediana,cpu_pico_q1,cpu_pico_q3
merge_sort,medio,256,20.0,0.00086077499727248,0.0001254338532335568,0.0005762000218965,0.0010876999585889,0.0008871000027283499,0.0008471000182907751,0.000931549962842775,20.0,1726.6,7.923316689898307,1709.0,1738.0,1727.5,1722.0,1732.75,20.0,2048.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,medio,1024,20.0,0.0035194600030080897,0.000714242906310424,0.0030536000267602,0.0058201999636366,0.0032078499789348998,0.00313120003556825,0.0034961999917868247,20.0,8952.55,19.508365277220786,8916.0,8986.0,8951.5,8942.0,8966.5,20.0,10240.0,0.0,10240.0,10240.0,10240.0,10240.0,10240.0,20.0,0.00234375,0.005724180445820676,0.0,0.015625,0.0,0.0,0.0
merge_sort,medio,4096,20.0,0.014878470005351063,0.0008044106549200927,0.0138750000041909,0.0173580000409856,0.01464750000741325,0.014431400006287726,0.015048150031361675,20.0,43989.0,30.136531424764023,43939.0,44057.0,43986.0,43969.25,44000.5,20.0,49152.0,0.0,49152.0,49152.0,49152.0,49152.0,49152.0,20.0,0.01328125,0.005724180445820676,0.0,0.015625,0.015625,0.015625,0.015625
merge_sort,medio,16384,20.0,0.07524077000271061,0.013501672807697726,0.0634798000101,0.1168147000134922,0.07041224997374225,0.0680499000009149,0.07282112503889947,20.0,208670.05,60.4652792931613,208583.0,208788.0,208689.5,208611.5,208710.0,20.0,229376.0,0.0,229376.0,229376.0,229376.0,229376.0,229376.0,20.0,0.07109375,0.014758019396692697,0.046875,0.109375,0.0625,0.0625,0.078125
merge_sort,medio,65536,20.0,0.288564704998862,0.01911486076899857,0.2645374999847263,0.3419351000338793,0.2855676999897696,0.2747819500073092,0.29450470001029316,20.0,965687.35,172.6009315703347,965301.0,965982.0,965678.0,965590.5,965814.0,20.0,1048576.0,0.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,20.0,0.28359375,0.018470365444978414,0.25,0.328125,0.28125,0.265625,0.296875
merge_sort,medio,262144,20.0,1.2513086300052236,0.09608004771762596,1.1676094000576995,1.4984182000043802,1.2116786500264425,1.1843614500103286,1.2879571250232402,20.0,4387176.9,327.30959109236727,4386618.0,4387864.0,4387158.5,4386945.25,4387410.5,20.0,4718592.0,0.0,4718592.0,4718592.0,4718592.0,4718592.0,4718592.0,20.0,1.2421875,0.09409202959281268,1.15625,1.484375,1.1953125,1.171875,1.28125
merge_sort,medio,1048576,20.0,5.719273204999626,0.17523722017546484,5.539925400051288,6.282455799984746,5.686315799976001,5.595205299992813,5.75720334998914,20.0,19645716.2,878.7429778112776,19643925.0,19647172.0,19645727.0,19645104.0,19646202.5,20.0,20971520.0,0.0,20971520.0,20971520.0,20971520.0,20971520.0,20971520.0,20.0,5.62109375,0.17843168139651333,5.4375,6.21875,5.5625,5.53125,5.6796875
merge_sort,melhor,1,20.0,9.645000682212413e-06,1.2037722171549817e-05,3.100023604929447e-06,5.500001134350896e-05,4.949979484081268e-06,4.500034265220165e-06,8.674993296153843e-06,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,melhor,4,20.0,1.2135008000768721e-05,5.78484952401495e-06,7.299997378140688e-06,3.060000017285347e-05,9.800016414374111e-06,8.950009942054749e-06,1.2075019185431302e-05,20.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,20.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,melhor,16,20.0,3.694499901029926e-05,3.175300132064313e-05,2.139998832717538e-05,0.0001603999990038,2.535001840442419e-05,2.3774991859681904e-05,3.0525028705596924e-05,20.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,20.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,melhor,64,20.0,0.00010686500754671258,2.8527814909905973e-05,9.210000280290842e-05,0.0002098000259138,9.79999895207584e-05,9.392501669935882e-05,0.000102549980510925,20.0,192.0,0.0,192.0,192.0,192.0,192.0,192.0,20.0,384.0,0.0,384.0,384.0,384.0,384.0,384.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,melhor,256,20.0,0.00048962000291789,8.979834381312258e-05,0.0004251999780535,0.0007148000295273,0.0004424499929882,0.00043217498750885,0.000511975013068825,20.0,1024.0,0.0,1024.0,1024.0,1024.0,1024.0,1024.0,20.0,2048.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,melhor,1024,20.0,0.002503500008606295,0.0004346160890578694,0.0021506000193767,0.0035536999930627,0.00226439998368725,0.00220120002632025,0.0026994749787263,20.0,5120.0,0.0,5120.0,5120.0,5120.0,5120.0,5120.0,20.0,10240.0,0.0,10240.0,10240.0,10240.0,10240.0,10240.0,20.0,0.003125,0.006412364700532214,0.0,0.015625,0.0,0.0,0.0
merge_sort,melhor,4096,20.0,0.01120826500409744,0.0011827371163876809,0.010369699972216,0.015454199980013,0.0108276499959174,0.0105811249959515,0.011491725032101326,20.0,24576.0,0.0,24576.0,24576.0,24576.0,24576.0,24576.0,20.0,49152.0,0.0,49152.0,49152.0,49152.0,49152.0,49152.0,20.0,0.009375,0.007853510780469291,0.0,0.015625,0.015625,0.0,0.015625
merge_sort,melhor,16384,20.0,0.06787800499587317,0.08675299740942942,0.0447874999954365,0.4357030999963172,0.0466672499896958,0.046121599982143296,0.04836734998389145,20.0,114688.0,0.0,114688.0,114688.0,114688.0,114688.0,114688.0,20.0,229376.0,0.0,229376.0,229376.0,229376.0,229376.0,229376.0,20.0,0.06484375,0.0806778628718299,0.03125,0.40625,0.046875,0.046875,0.046875
merge_sort,melhor,65536,20.0,0.21588085499824952,0.011988005255776332,0.2003601000178605,0.2518597999587655,0.21608474999084132,0.20768457502708762,0.2206498999876203,20.0,524288.0,0.0,524288.0,524288.0,524288.0,524288.0,524288.0,20.0,1048576.0,0.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,20.0,0.20234375,0.014758019396692698,0.171875,0.234375,0.203125,0.1875,0.20703125
merge_sort,melhor,262144,20.0,0.9095524750009645,0.076739377488688,0.8127018999657594,1.1477465000352822,0.8839472499676049,0.8605961749999551,0.9305610500305191,20.0,2359296.0,0.0,2359296.0,2359296.0,2359296.0,2359296.0,2359296.0,20.0,4718592.0,0.0,4718592.0,4718592.0,4718592.0,4718592.0,4718592.0,20.0,0.88984375,0.061353589563306166,0.8125,1.03125,0.8828125,0.83984375,0.90625
merge_sort,melhor,1048576,20.0,3.8579308249987663,0.14549492524488705,3.6009324999758974,4.300291399995331,3.8323264999780804,3.783302250027191,3.8938074500038056,20.0,10485760.0,0.0,10485760.0,10485760.0,10485760.0,10485760.0,10485760.0,20.0,20971520.0,0.0,20971520.0,20971520.0,20971520.0,20971520.0,20971520.0,20.0,3.77890625,0.1448359829788873,3.515625,4.234375,3.765625,3.7109375,3.83203125
merge_sort,pior,1,20.0,0.00036140500451437783,0.0015794712841818467,3.8000289350748062e-06,0.0070718000060878,6.54999166727066e-06,4.3749751057475805e-06,1.0774980182759464e-05,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
merge_sort,pior,4,20.0,1.3065003440715372e-05,5.592410426051319e-06,6.89999433234334e-06,2.500001573935151e-05,1.0749994544312358e-05,8.350005373358727e-06,1.7225014744326472e-05,20.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,20.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,pior,16,20.0,2.9065003036521376e-05,1.1487400147945757e-05,2.079998375847936e-05,7.190002361312509e-05,2.5399989681318402e-05,2.350000431761146e-05,2.8500027838163074e-05,20.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,20.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,pior,64,20.0,0.00012742498947770678,5.4680936304755155e-05,9.250000584870576e-05,0.0003112999838776,9.90999978967011e-05,9.642497752793133e-05,0.000143974975799175,20.0,192.0,0.0,192.0,192.0,192.0,192.0,192.0,20.0,384.0,0.0,384.0,384.0,384.0,384.0,384.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,pior,256,20.0,0.000549789998331055,0.00014676619855830028,0.0004303000168874,0.0009644999518059,0.0004794000124093,0.00045369996223595,0.000620475024334125,20.0,1024.0,0.0,1024.0,1024.0,1024.0,1024.0,1024.0,20.0,2048.0,0.0,2048.0,2048.0,2048.0,2048.0,2048.0,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
merge_sort,pior,1024,20.0,0.0033058449858799147,0.003459508198347647,0.0021715000038966,0.0179421999491751,0.0024314999755005997,0.002307699978700775,0.002721200013183925,20.0,5120.0,0.0,5120.0,5120.0,5120.0,5120.0,5120.0,20.0,10240.0,0.0,10240.0,10240.0,10240.0,10240.0,10240.0,20.0,0.00234375,0.005724180445820676,0.0,0.015625,0.0,0.0,0.0
merge_sort,pior,4096,20.0,0.011021680000703726,0.000594978339019072,0.0103172999806702,0.0124883000389672,0.01092230001813725,0.010557124987826601,0.01146029999654265,20.0,24576.0,0.0,24576.0,24576.0,24576.0,24576.0,24576.0,20.0,49152.0,0.0,49152.0,49152.0,49152.0,49152.0,49152.0,20.0,0.00859375,0.007975277898969383,0.0,0.015625,0.015625,0.0,0.015625
merge_sort,pior,16384,20.0,0.05835567500034809,0.010622521372386276,0.0484341999981552,0.0916778999962844,0.05433235000236885,0.05066812501172532,0.06350330001441759,20.0,114688.0,0.0,114688.0,114688.0,114688.0,114688.0,114688.0,20.0,229376.0,0.0,229376.0,229376.0,229376.0,229376.0,229376.0,20.0,0.05546875,0.014758019396692697,0.03125,0.09375,0.046875,0.046875,0.0625
merge_sort,pior,65536,20.0,0.2082749599998351,0.010339306561868673,0.1958895999705419,0.2338523999787867,0.20366904998081736,0.20174677498289384,0.2128755750018172,20.0,524288.0,0.0,524288.0,524288.0,524288.0,524288.0,524288.0,20.0,1048576.0,0.0,1048576.0,1048576.0,1048576.0,1048576.0,1048576.0,20.0,0.1984375,0.019035653010241484,0.140625,0.234375,0.203125,0.1875,0.203125
merge_sort,pior,262144,20.0,0.873340359996655,0.0865929047823457,0.8208180000074208,1.1721612999681383,0.8385138499725144,0.8323268749954877,0.8567880500195315,20.0,2359296.0,0.0,2359296.0,2359296.0,2359296.0,2359296.0,2359296.0,20.0,4718592.0,0.0,4718592.0,4718592.0,4718592.0,4718592.0,4718592.0,20.0,0.86015625,0.077791227804652,0.796875,1.109375,0.828125,0.8125,0.859375
merge_sort,pior,1048576,20.0,3.774273485012236,0.08680598611265546,3.601657100021839,3.95185270003276,3.7737615999940317,3.716957175027346,3.8328618000086863,20.0,10485760.0,0.0,10485760.0,10485760.0,10485760.0,10485760.0,10485760.0,20.0,20971520.0,0.0,20971520.0,20971520.0,20971520.0,20971520.0,20971520.0,20.0,3.7,0.07714850256076536,3.578125,3.875,3.6953125,3.640625,3.75
quick_sort,medio,1,20.0,0.0006503949960460835,0.0028469697177800467,3.0999653972685337e-06,0.0127453999593853,5.849986337125301e-06,4.475019522942603e-06,1.1899974197149277e-05,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,medio,4,20.0,1.3399997260421515e-05,5.874826941540732e-06,7.599999662488699e-06,3.3999967854470015e-05,1.1850002920255065e-05,9.700001101009548e-06,1.5425001038238406e-05,20.0,5.15,0.8127277008872492,4.0,6.0,5.0,4.75,6.0,20.0,7.15,1.954078056944394,5.0,11.0,7.0,5.0,8.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,medio,16,20.0,2.588500501587987e-05,5.95970397037461e-06,2.160004805773497e-05,4.899996565654874e-05,2.4100008886307478e-05,2.287501411046833e-05,2.6525027351453904e-05,20.0,50.85,6.830851068189781,40.0,62.0,49.5,46.75,57.25,20.0,47.5,7.323358447281439,37.0,64.0,48.0,41.0,51.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,medio,64,20.0,0.00010318499989806751,2.582517849356617e-05,8.559995330870152e-05,0.0001665000454522,9.05499910004437e-05,8.937498205341399e-05,9.842499275690779e-05,20.0,362.3,32.544867814336435,306.0,447.0,364.0,338.25,381.5,20.0,253.9,28.99528092275489,216.0,308.0,247.5,231.25,272.75,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,medio,256,20.0,0.0005200899933697149,0.00011538946896950267,0.0004321999731473,0.000800900044851,0.0004541499947663,0.00044067497947245,0.000552774989046075,20.0,2166.15,143.15809258887256,1867.0,2434.0,2192.5,2063.25,2273.75,20.0,1402.2,111.19664894609957,1183.0,1677.0,1416.5,1349.5,1454.75,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,medio,1024,20.0,0.0025955000019166094,0.00048308082041366354,0.0022491000127047,0.0044292000238783,0.0024138999870046496,0.00232774998585225,0.002669624984264325,20.0,11388.85,565.5613210737955,10233.0,12565.0,11319.5,11005.25,11753.0,20.0,7186.45,818.8988418345057,6361.0,9384.0,6887.0,6643.0,7348.75,20.0,0.0015625,0.00480927352539916,0.0,0.015625,0.0,0.0,0.0
quick_sort,medio,4096,20.0,0.011555459993542119,0.0008580712480977488,0.0101320999674499,0.0130450999713502,0.0116498499992303,0.010997250021318825,0.01207024998439005,20.0,57525.55,2980.8608165922033,52724.0,63336.0,57369.5,55633.75,59288.25,20.0,33832.85,2803.3437792637637,29089.0,39759.0,33586.0,31705.0,35165.75,20.0,0.0109375,0.007346286655962925,0.0,0.015625,0.015625,0.0,0.015625
quick_sort,medio,16384,20.0,0.053171560002374406,0.006790632977848062,0.0469834999530576,0.0730495000025257,0.051003100001253146,0.04869550000876183,0.05464477499481288,20.0,272451.8,10259.562613022365,256806.0,297093.0,268706.0,266147.75,275408.5,20.0,157810.6,8745.387851529755,141983.0,178650.0,159865.0,152785.75,162142.75,20.0,0.05078125,0.009979162088414142,0.03125,0.0625,0.046875,0.046875,0.0625
quick_sort,medio,65536,20.0,0.22731067500426433,0.037736549627026765,0.1959996999939903,0.3673488000058569,0.21626995000406163,0.20839559999876647,0.23045984999043867,20.0,1270842.95,46651.09692564356,1209142.0,1395653.0,1274951.5,1240712.0,1291403.0,20.0,726785.1,37103.89866293667,675788.0,813719.0,726558.0,692238.5,755061.5,20.0,0.22578125,0.03418570788144167,0.1875,0.34375,0.21875,0.203125,0.234375
quick_sort,medio,262144,20.0,1.0224855600099545,0.11198348874907131,0.9043667999794708,1.2560108000179753,0.9910794000315946,0.9189267000037945,1.1083358250034507,20.0,5832268.3,224222.76347796342,5522101.0,6329304.0,5778051.5,5697110.5,5897614.25,20.0,3281231.8,146214.51517569367,3034822.0,3599563.0,3265544.0,3165616.75,3378230.75,20.0,1.009375,0.111688410261952,0.875,1.25,0.984375,0.91796875,1.08203125
quick_sort,medio,1048576,20.0,4.9831786549999375,0.64695722865373,4.40658860001713,6.622533600020688,4.718029299983755,4.515615475000232,5.109221400009119,20.0,26006980.75,678175.7888804872,24825778.0,27429699.0,26117040.0,25533405.0,26440134.5,20.0,14482642.5,505337.139584581,13748566.0,15638080.0,14456745.0,14088504.75,14753618.5,20.0,4.9203125,0.6126640321439596,4.375,6.40625,4.6875,4.5078125,5.06640625
quick_sort,melhor,1,20.0,3.915003617294133e-06,2.031150455342784e-06,2.3999600671231747e-06,9.60001489147544e-06,3.249995643272996e-06,2.67497671302408e-06,4.0250306483358145e-06,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,melhor,4,20.0,3.902500902767744e-05,0.00010095799166059044,6.499991286545992e-06,0.0004657999961636,1.3200013199821115e-05,9.725015843287109e-06,2.152498927898705e-05,20.0,4.65,0.8750939799154207,4.0,6.0,4.0,4.0,5.25,20.0,6.75,1.6503588126605426,5.0,10.0,6.0,5.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,melhor,16,20.0,2.5459995958954097e-05,1.1112267165871049e-05,1.5700003132224083e-05,5.380000220611692e-05,2.055001095868647e-05,1.8625010852701962e-05,2.7425005100667477e-05,20.0,52.9,10.852600949469258,41.0,82.0,49.0,45.75,56.0,20.0,48.55,9.870077054037196,38.0,77.0,47.0,41.75,49.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,melhor,64,20.0,8.301000925711658e-05,2.2993940562830533e-05,6.67999847792089e-05,0.0001654000370763,7.525002001784742e-05,7.117500354070216e-05,8.047503069974482e-05,20.0,355.0,30.89029825553307,301.0,439.0,358.5,333.75,371.0,20.0,265.75,40.19672021184656,207.0,345.0,258.5,234.0,293.75,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,melhor,256,20.0,0.00038229999772733506,8.107393738166701e-05,0.0003092000260949,0.0006353000062517,0.00035875002504325005,0.00033502496080467503,0.00039040003321125,20.0,2111.15,177.7180721195645,1800.0,2416.0,2122.0,1994.5,2240.5,20.0,1464.25,158.15611041991988,1250.0,1736.0,1451.5,1339.5,1603.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,melhor,1024,20.0,0.0018242499994811999,0.00020662681332978285,0.0015800999826751,0.0023377999896183,0.0017841500230133,0.0016498500044689998,0.001956774969585225,20.0,11349.25,579.969134841175,10528.0,12294.0,11281.0,10864.75,11856.5,20.0,7161.2,756.0111806469253,6062.0,9005.0,7070.5,6644.25,7439.5,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
quick_sort,melhor,4096,20.0,0.008027130001573771,0.0007299477139044742,0.0069140000268816,0.0095725000137463,0.00802285000099795,0.0075121750123798,0.008488449981086825,20.0,57217.9,3434.175131174726,52412.0,65265.0,56889.5,54697.75,58689.75,20.0,34192.55,2628.7478403024393,30877.0,40383.0,33822.0,32147.5,35329.25,20.0,0.00546875,0.007646257577024888,0.0,0.015625,0.0,0.0,0.015625
quick_sort,melhor,16384,20.0,0.03566613000293724,0.0015095091300654302,0.0320792000275105,0.037810499954503,0.03588579996721815,0.03462427503836803,0.03665334997640455,20.0,270247.4,12364.215838671822,250329.0,300489.0,269694.0,260421.75,275375.5,20.0,155453.1,7717.781968661039,141704.0,168910.0,156600.0,150260.75,161235.5,20.0,0.03359375,0.009174108572068747,0.015625,0.046875,0.03125,0.03125,0.03515625
quick_sort,melhor,65536,20.0,0.1592399550019763,0.009869417578170949,0.1462088000262156,0.1807524000178091,0.1581074499990791,0.15208327496657142,0.16228514998510943,20.0,1256863.25,27961.892321467953,1218072.0,1318674.0,1258558.5,1233292.0,1272910.0,20.0,720628.3,36134.72345061785,676927.0,816702.0,710972.5,699984.0,736079.25,20.0,0.15625,0.013412423051233626,0.140625,0.1875,0.15625,0.140625,0.16015625
quick_sort,melhor,262144,20.0,0.7705906550050713,0.08334037991702563,0.6611084000323899,0.8958392000058666,0.7865764000162017,0.68545579999045,0.8523079249862349,20.0,5809019.95,141717.7086265714,5574243.0,6082721.0,5793334.0,5707683.5,5912665.75,20.0,3289658.0,165464.2004868027,2999464.0,3630783.0,3263443.5,3192859.0,3369439.25,20.0,0.75625,0.08443285053816435,0.625,0.890625,0.7578125,0.671875,0.84375
quick_sort,melhor,1048576,20.0,3.7018353199993728,0.14621687181232035,3.509305899962783,4.030164999945555,3.658426550013246,3.6068698250019224,3.759013999995659,20.0,26007396.45,889136.5739857419,24894638.0,28411499.0,25702481.5,25424193.5,26287208.25,20.0,14383428.35,681937.7460016556,13262961.0,16302035.0,14280226.0,13952852.75,14579089.5,20.0,3.6734375,0.14011236972985572,3.46875,3.96875,3.640625,3.58984375,3.73828125
quick_sort,pior,1,20.0,0.0004783249925821998,0.0020989655713932473,3.3999676816165447e-06,0.0093958000070415,7.950002327561378e-06,5.499983672052622e-06,9.774958016350865e-06,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
quick_sort,pior,4,20.0,1.8229993293061854e-05,1.6895724828075344e-05,8.700008038431406e-06,8.550001075491309e-05,1.3100012438371778e-05,1.157498627435416e-05,1.712497032713145e-05,20.0,4.4,0.7539370349250519,4.0,6.0,4.0,4.0,4.25,20.0,6.0,1.025978352085154,5.0,9.0,6.0,5.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,pior,16,20.0,3.5725004272535445e-05,1.248163894921398e-05,2.300000051036477e-05,6.989995017647743e-05,3.1100003980100155e-05,2.557500556576997e-05,4.30499785579741e-05,20.0,51.9,8.831164910939583,41.0,72.0,50.5,44.0,57.0,20.0,46.4,8.094182446281046,33.0,65.0,44.0,41.5,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,pior,64,20.0,0.00012083999463352761,3.5252461003071574e-05,8.339999476447701e-05,0.0002307999529875,0.00010669999755915,9.642499207984656e-05,0.00014257497969075001,20.0,365.1,33.043671262835126,302.0,427.0,363.5,343.5,394.0,20.0,262.8,37.59703235769099,217.0,347.0,256.5,235.75,277.75,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,pior,256,20.0,0.000521380006102805,0.00010286918320420336,0.0004172999761067,0.0008007999858818,0.00050075000035575,0.0004438750183908,0.000570475021959225,20.0,2115.75,165.92258023421329,1907.0,2567.0,2078.0,2008.5,2159.25,20.0,1369.8,192.4125501979645,1128.0,1892.0,1318.5,1267.25,1390.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quick_sort,pior,1024,20.0,0.0024361450050491345,0.0001566052025852201,0.0022089999984018,0.0027721000369638,0.00242239999352015,0.002284249989315775,0.0025019000167958248,20.0,11448.4,574.4952384026942,10721.0,12878.0,11341.5,11002.0,11821.75,20.0,7104.15,595.7796550474185,6028.0,8190.0,7084.5,6937.25,7312.5,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
quick_sort,pior,4096,20.0,0.011384369988809295,0.0007784746873537955,0.0100510999909602,0.0128999999724328,0.0111521499929949,0.01079154998296865,0.0119777999789221,20.0,56650.35,3089.6343553889997,52262.0,63102.0,56403.5,54016.5,58294.0,20.0,33809.55,2573.9618954976168,30001.0,39836.0,33816.5,31902.0,34566.25,20.0,0.00859375,0.007975277898969383,0.0,0.015625,0.015625,0.0,0.015625
quick_sort,pior,16384,20.0,0.050933210004586685,0.007062619451953535,0.0457893999991938,0.0773373999982141,0.048914450017036856,0.046993200026918126,0.05131979995348952,20.0,272434.05,13278.826820702592,254782.0,310451.0,268094.5,263896.5,277708.25,20.0,157356.35,12350.996773220584,134470.0,184591.0,155203.5,149167.5,164697.25,20.0,0.0484375,0.010011301179956054,0.03125,0.078125,0.046875,0.046875,0.046875
quick_sort,pior,65536,20.0,0.20201856499479615,0.01152609140724861,0.190667399961967,0.2416014000191353,0.1987816500186454,0.19662240000616288,0.20405742499860927,20.0,1276157.95,62079.42761408247,1200222.0,1479272.0,1264399.0,1241278.75,1307466.5,20.0,729204.5,56430.562450445985,656836.0,932586.0,724551.5,703699.5,735143.25,20.0,0.1984375,0.01442782057619748,0.171875,0.234375,0.203125,0.1875,0.203125
quick_sort,pior,262144,20.0,0.8656853999942541,0.04447213848345797,0.8040754999965429,0.9741009999997914,0.849193700007163,0.8336322500108508,0.8989330500044161,20.0,5824783.6,174926.63387212247,5558671.0,6349491.0,5837082.5,5730261.25,5890576.5,20.0,3295214.5,199247.05550792703,2952430.0,3757525.0,3283131.0,3183156.0,3347609.25,20.0,0.85625,0.042595191382917494,0.796875,0.9375,0.84375,0.828125,0.890625
quick_sort,pior,1048576,20.0,3.7237112999951933,0.13030476845457648,3.4929942000308074,3.98561289999634,3.6929517499520443,3.641953524987912,3.808298874995671,20.0,25915489.8,802783.7655786861,24780194.0,27558398.0,25811369.5,25344052.0,26689101.75,20.0,14491655.8,712521.6959626821,13196701.0,15719732.0,14396232.0,13979323.0,15046060.5,20.0,3.69921875,0.13779825233666598,3.46875,3.984375,3.6484375,3.60546875,3.7890625
selection_sort,medio,1,20.0,2.6924998383033074e-05,0.00010065647214221909,1.8999562598764896e-06,0.0004544000257737,3.5499688237905502e-06,2.2000021999701858e-06,7.800001185387373e-06,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selection_sort,medio,10,20.0,7.909999112598598e-06,5.052360041325229e-06,5.199981387704611e-06,2.800003858283162e-05,6.100017344579101e-06,5.774985766038299e-06,8.225004421547055e-06,20.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,20.0,7.15,1.2258187382102497,4.0,9.0,7.0,6.75,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selection_sort,medio,50,20.0,9.42800019402011e-05,1.5103762197316737e-05,5.740002961829305e-05,0.0001335999695584,9.649997809901834e-05,9.247500565834343e-05,9.864999447017908e-05,20.0,1225.0,0.0,1225.0,1225.0,1225.0,1225.0,1225.0,20.0,45.3,1.490319640741189,43.0,48.0,45.0,45.0,46.25,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selection_sort,medio,100,20.0,0.00037379000277719995,8.916831705826512e-05,0.0002096999669447,0.0006010000361129,0.00035200000274925004,0.0003421750152483,0.000384449987905075,20.0,4950.0,0.0,4950.0,4950.0,4950.0,4950.0,4950.0,20.0,94.8,1.542383664469075,92.0,97.0,95.0,93.75,96.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
selection_sort,medio,500,20.0,0.009579149994533461,0.002151343004145663,0.005773400014732,0.0133330000098794,0.00998075000825335,0.00879177500610235,0.011086974976933475,20.0,124750.0,0.0,124750.0,124750.0,124750.0,124750.0,124750.0,20.0,493.05,2.211810403980842,490.0,498.0,493.5,491.0,494.25,20.0,0.009375,0.007853510780469291,0.0,0.015625,0.015625,0.0,0.015625
selection_sort,medio,1000,20.0,0.0342881500080693,0.00569464922426119,0.0211409000330604,0.0450138000305742,0.03484705000300885,0.032488400043803205,0.03698537500167727,20.0,499500.0,0.0,499500.0,499500.0,499500.0,499500.0,499500.0,20.0,992.3,2.617753154701063,988.0,997.0,992.0,990.75,994.0,20.0,0.03203125,0.010723949080519681,0.015625,0.046875,0.03125,0.03125,0.03515625
