algoritmo,caso,tamanho,tempo_execucao_n,tempo_execucao_media,tempo_execucao_std,tempo_execucao_min,tempo_execucao_max,tempo_execucao_mediana,tempo_execucao_q1,tempo_execucao_q3,comparacoes_n,comparacoes_media,comparacoes_std,comparacoes_min,comparacoes_max,comparacoes_mediana,comparacoes_q1,comparacoes_q3,trocas_n,trocas_media,trocas_std,trocas_min,trocas_max,trocas_mediana,trocas_q1,trocas_q3,cpu_pico_n,cpu_pico_media,cpu_pico_std,cpu_pico_min,cpu_pico_max,cpu_pico_mediana,cpu_pico_q1,cpu_pico_q3
heap_sort,pior,256,20.0,0.001092959992820345,0.00013916699668474898,0.0007083999807946,0.0013747999910265,0.0011071999906562,0.001014300010865525,0.001164924993645325,20.0,3106.0,0.0,3106.0,3106.0,3106.0,3106.0,3106.0,20.0,1642.0,0.0,1642.0,1642.0,1642.0,1642.0,1642.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
heap_sort,pior,1024,20.0,0.00606130000087427,0.0010309256593438742,0.0039502999861724,0.0082089999923482,0.006041449989424951,0.005575150004005925,0.006460449978476325,20.0,16407.0,0.0,16407.0,16407.0,16407.0,16407.0,16407.0,20.0,8542.0,0.0,8542.0,8542.0,8542.0,8542.0,8542.0,20.0,0.00546875,0.007646257577024889,0.0,0.015625,0.0,0.0,0.015625
heap_sort,pior,4096,20.0,0.031059494998771652,0.0026398119175038855,0.0253003999823704,0.0359401000314392,0.031311149999964955,0.0298083250090712,0.03175057501357512,20.0,82304.0,0.0,82304.0,82304.0,82304.0,82304.0,82304.0,20.0,42530.0,0.0,42530.0,42530.0,42530.0,42530.0,42530.0,20.0,0.0296875,0.006987712429686843,0.015625,0.046875,0.03125,0.03125,0.03125
heap_sort,pior,16384,20.0,0.1280141400027787,0.01945578873099605,0.1005948000238277,0.167957599973306,0.12553995000780555,0.11085372499655932,0.14267227501841256,20.0,394520.0,0.0,394520.0,394520.0,394520.0,394520.0,394520.0,20.0,203032.0,0.0,203032.0,203032.0,203032.0,203032.0,203032.0,20.0,0.11875,0.02232847633098053,0.078125,0.15625,0.1171875,0.10546875,0.140625
heap_sort,pior,65536,20.0,0.4044762650009943,0.06244691759936174,0.3369160000002011,0.6026736999629065,0.38027590001001954,0.3652653249591821,0.43818682500568684,20.0,1839970.0,0.0,1839970.0,1839970.0,1839970.0,1839970.0,1839970.0,20.0,941220.0,0.0,941220.0,941220.0,941220.0,941220.0,941220.0,20.0,0.3859375,0.06000359775397682,0.3125,0.5625,0.3671875,0.34375,0.41015625
heap_sort,pior,262144,20.0,1.5077566050109454,0.11089692331696067,1.4197068000212312,1.9037667000084184,1.4811681500286795,1.429268924970529,1.5302666500501798,20.0,8397651.0,0.0,8397651.0,8397651.0,8397651.0,8397651.0,8397651.0,20.0,4287044.0,0.0,4287044.0,4287044.0,4287044.0,4287044.0,4287044.0,20.0,1.4921875,0.1085495165023536,1.375,1.875,1.46875,1.43359375,1.50390625
heap_sort,pior,1048576,20.0,6.912401439997484,0.6260869089182554,6.361087700002827,8.62540399999125,6.721139649976976,6.566249550014618,6.853917374974117,20.0,37875507.0,0.0,37875507.0,37875507.0,37875507.0,37875507.0,37875507.0,20.0,19292288.0,0.0,19292288.0,19292288.0,19292288.0,19292288.0,19292288.0,20.0,6.84296875,0.6023757745855703,6.296875,8.484375,6.671875,6.50390625,6.80078125
insertion_sort,medio,1,20.0,1.6800005687396075e-05,6.186978822285687e-05,1.800013706088066e-06,0.0002795999753288,2.6999914553016424e-06,1.975015038624406e-06,3.924971679225564e-06,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,medio,10,20.0,5.974998930469155e-06,1.1999323548218547e-06,3.8000289350748062e-06,9.09995287656784e-06,5.649984814226627e-06,5.250039976090193e-06,6.424990715458989e-06,20.0,31.1,6.0948641019347285,18.0,42.0,32.0,27.75,36.25,20.0,33.2,6.786984447804256,18.0,44.0,34.0,28.75,38.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,medio,50,20.0,9.051500528583467e-05,2.591979345582758e-05,5.909998435527086e-05,0.0001283999881707,8.910000906325877e-05,6.50249858153984e-05,0.000115299990284225,20.0,665.5,59.949540185234554,550.0,774.0,672.0,629.25,712.0,20.0,668.9,60.243278725339536,554.0,780.0,675.0,632.25,716.75,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,medio,100,20.0,0.000361460007843515,0.00010762507467701005,0.0002200999879278,0.0005517000099644,0.000380799989216,0.00025049998657775,0.000442450022092025,20.0,2514.55,130.04350486623596,2239.0,2846.0,2505.5,2423.75,2591.5,20.0,2518.5,130.66812118775124,2239.0,2848.0,2510.0,2425.0,2595.5,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,medio,500,20.0,0.01028117000532798,0.002053737676825123,0.006131500005722,0.0129025000496767,0.0109059000096749,0.009638200033805274,0.011369950007065126,20.0,62563.15,1696.9444761874674,59040.0,66152.0,62644.0,61494.5,63565.25,20.0,62569.35,1697.0601290404968,59048.0,66159.0,62649.5,61502.0,63572.75,20.0,0.009375,0.007853510780469291,0.0,0.015625,0.015625,0.0,0.015625
insertion_sort,medio,1000,20.0,0.04533611000806554,0.009345064520552802,0.0261084999656304,0.0584665000205859,0.044876950007164795,0.03917782499047455,0.0538696500152582,20.0,250969.85,7000.124602462445,234518.0,261870.0,252968.0,247053.5,255295.75,20.0,250976.55,7000.388225888468,234525.0,261878.0,252973.5,247062.75,255300.75,20.0,0.04140625,0.010481568644530264,0.015625,0.0625,0.046875,0.03125,0.046875
insertion_sort,medio,5000,20.0,0.7381124299980002,0.0537026579824359,0.6476614999701269,0.8652135000447743,0.7269287499948405,0.7067077499959851,0.7708958750008605,20.0,6289278.35,55664.409429020074,6203082.0,6404915.0,6288767.0,6249828.0,6322762.5,20.0,6289286.0,55664.54881558015,6203089.0,6404925.0,6288773.5,6249836.75,6322772.25,20.0,0.72265625,0.048854844662934646,0.640625,0.828125,0.71875,0.6875,0.75
insertion_sort,medio,10000,20.0,3.093859339991468,0.2572518926848818,2.5920355999842286,3.5795869000139646,3.086330949998228,2.959463974984829,3.272420074965339,20.0,24886834.15,149609.78379711142,24674130.0,25191096.0,24832743.5,24798594.5,24985196.75,20.0,24886842.8,149610.09839213817,24674136.0,25191103.0,24832751.0,24798602.0,24985204.5,20.0,3.04765625,0.2524792262005509,2.53125,3.546875,3.046875,2.94140625,3.22265625
insertion_sort,medio,20000,20.0,11.00850031999289,0.939729351143293,9.55956960003823,13.0315892000217,11.14943679998396,10.390371649991721,11.43737999998848,20.0,99905686.25,453214.6400970545,99288478.0,100869461.0,99941631.5,99598390.75,100079378.75,20.0,99905696.2,453213.9187750433,99288484.0,100869469.0,99941642.0,99598401.25,100079387.75,20.0,10.8828125,0.9141767107010317,9.5,12.890625,11.03125,10.28125,11.25390625
insertion_sort,medio,50000,20.0,60.62982463000517,3.226635167135261,56.52381969999988,69.26850659999764,60.35631234999164,58.18868969997857,61.53425937501015,20.0,624832821.6,1535256.078003358,622207614.0,627692791.0,624741957.0,623804016.0,625897149.25,20.0,624832831.45,1535255.5972796762,622207622.0,627692799.0,624741968.0,623804027.25,625897164.25,20.0,60.181249999999956,3.1407146000573185,56.171875,68.546875,59.929687499999545,57.8671875,60.9765625
insertion_sort,melhor,1,20.0,0.0007032750057987862,0.003129183976652387,1.700012944638729e-06,0.0139977000071667,2.3500178940594196e-06,2.100015990436077e-06,4.424990038387477e-06,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
insertion_sort,melhor,10,20.0,4.915005411021411e-06,4.482745997757896e-06,2.700020559132099e-06,2.3100001271814108e-05,3.850000211969018e-06,3.2749812817201023e-06,4.224988515488803e-06,20.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,20.0,9.0,0.0,9.0,9.0,9.0,9.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,melhor,50,20.0,1.1370007996447384e-05,8.225522118614087e-06,6.799993570894003e-06,4.1000021155923605e-05,8.150003850460052e-06,7.374997949227691e-06,1.0125004337169228e-05,20.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,20.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,melhor,100,20.0,1.428000396117568e-05,3.682624519151037e-06,1.0899966582655908e-05,2.2799998987466097e-05,1.24999787658453e-05,1.1674987035803499e-05,1.702499866951257e-05,20.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0,20.0,99.0,0.0,99.0,99.0,99.0,99.0,99.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,melhor,500,20.0,8.23000038508213e-05,2.527034400736512e-05,5.370000144466758e-05,0.0001249000197276,7.999999797903001e-05,5.860003875568509e-05,9.909998334477079e-05,20.0,499.0,0.0,499.0,499.0,499.0,499.0,499.0,20.0,499.0,0.0,499.0,499.0,499.0,499.0,499.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,melhor,1000,20.0,0.000166370006627345,4.0840023531893524e-05,0.0001131999888457,0.0002330000279471,0.0001616999797988,0.0001297000126214,0.000206750002689575,20.0,999.0,0.0,999.0,999.0,999.0,999.0,999.0,20.0,999.0,0.0,999.0,999.0,999.0,999.0,999.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,melhor,5000,20.0,0.00071182500687424,0.00018496028774050877,0.0005608000210486,0.0012632000143639,0.00062515001627615,0.000603000007686175,0.000814875020296275,20.0,4999.0,0.0,4999.0,4999.0,4999.0,4999.0,4999.0,20.0,4999.0,0.0,4999.0,4999.0,4999.0,4999.0,4999.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,melhor,10000,20.0,0.001293924998026295,0.00019437936054384042,0.0011365999816916,0.0020273000118322,0.0012445999891497,0.0012104249908588501,0.001286949962377475,20.0,9999.0,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,20.0,9999.0,0.0,9999.0,9999.0,9999.0,9999.0,9999.0,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
insertion_sort,melhor,20000,20.0,0.00274907500133845,0.00034298493985628363,0.0024286999832838,0.0037218000506982,0.0026365999947301497,0.0025630500167608,0.0028057749732397,20.0,19999.0,0.0,19999.0,19999.0,19999.0,19999.0,19999.0,20.0,19999.0,0.0,19999.0,19999.0,19999.0,19999.0,19999.0,20.0,0.0015625,0.00480927352539916,0.0,0.015625,0.0,0.0,0.0
insertion_sort,melhor,50000,20.0,0.00663827499956819,0.0004833506444690463,0.0060817999765276,0.0077165000257082,0.00656555002206005,0.00621385000704315,0.006917424994753649,20.0,49999.0,0.0,49999.0,49999.0,49999.0,49999.0,49999.0,20.0,49999.0,0.0,49999.0,49999.0,49999.0,49999.0,49999.0,20.0,0.00625,0.007853510780469291,0.0,0.015625,0.0,0.0,0.015625
insertion_sort,pior,1,20.0,2.4204995133912198e-05,8.96441888704943e-05,1.9000144675374031e-06,0.0004048999981023,3.0999945010989904e-06,2.6750058168545365e-06,5.72498538531363e-06,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,pior,10,20.0,1.6454991418867143e-05,2.2401096785780824e-05,7.099995855242014e-06,0.0001092000165954,1.0049989214166999e-05,8.37500556372106e-06,1.3024982763454318e-05,20.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,20.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,pior,50,20.0,0.00014063999988134,3.392482600644453e-05,0.0001200000406242,0.0002273999853059,0.00012514999252740002,0.00012277500354682501,0.000128474988741775,20.0,1225.0,0.0,1225.0,1225.0,1225.0,1225.0,1225.0,20.0,1274.0,0.0,1274.0,1274.0,1274.0,1274.0,1274.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,pior,100,20.0,0.00052958000160282,4.34661297320569e-05,0.0004807999939657,0.0006285999552346,0.0005107000179123,0.0004993000184185,0.000558675004867775,20.0,4950.0,0.0,4950.0,4950.0,4950.0,4950.0,4950.0,20.0,5049.0,0.0,5049.0,5049.0,5049.0,5049.0,5049.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insertion_sort,pior,500,20.0,0.01502312499796967,0.003532928539054109,0.0124271999811753,0.0251134000136517,0.0136792999983299,0.01299145001394205,0.014429450020543225,20.0,124750.0,0.0,124750.0,124750.0,124750.0,124750.0,124750.0,20.0,125249.0,0.0,125249.0,125249.0,125249.0,125249.0,125249.0,20.0,0.01015625,0.007646257577024889,0.0,0.015625,0.015625,0.0,0.015625
insertion_sort,pior,1000,20.0,0.05126475500583179,0.003305661009560572,0.0465762999956496,0.0587693999987095,0.050298550020670504,0.048654749989509576,0.0530553499847883,20.0,499500.0,0.0,499500.0,499500.0,499500.0,499500.0,499500.0,20.0,500499.0,0.0,500499.0,500499.0,500499.0,500499.0,500499.0,20.0,0.05078125,0.008595618815940325,0.03125,0.0625,0.046875,0.046875,0.0625
insertion_sort,pior,5000,20.0,1.1940686650021235,0.055035450614232116,1.1201266000280157,1.2977163999457844,1.1844451499928255,1.1478192250069696,1.2495515500049805,20.0,12497500.0,0.0,12497500.0,12497500.0,12497500.0,12497500.0,12497500.0,20.0,12502499.0,0.0,12502499.0,12502499.0,12502499.0,12502499.0,12502499.0,20.0,1.18046875,0.057683444146639,1.078125,1.28125,1.171875,1.13671875,1.22265625
insertion_sort,pior,10000,20.0,4.705801405000966,0.19540517460235543,4.523543199989945,5.24686329998076,4.63979185000062,4.603762950035161,4.73685529998329,20.0,49995000.0,0.0,49995000.0,49995000.0,49995000.0,49995000.0,49995000.0,20.0,50004999.0,0.0,50004999.0,50004999.0,50004999.0,50004999.0,50004999.0,20.0,4.66171875,0.1914519782916236,4.46875,5.203125,4.609375,4.546875,4.6875
insertion_sort,pior,20000,20.0,18.85100841500389,0.9484415820653825,17.875801899994258,20.75199610000709,18.43585355000687,18.191349224958685,19.23012437502621,20.0,199990000.0,0.0,199990000.0,199990000.0,199990000.0,199990000.0,199990000.0,20.0,200009999.0,0.0,200009999.0,200009999.0,200009999.0,200009999.0,200009999.0,20.0,18.64921875,0.9373557317723689,17.703125,20.4375,18.21875,18.0,19.0546875
insertion_sort,pior,50000,20.0,122.77582562499738,7.860011212973272,110.8733769999817,145.46185849996982,122.07712924998486,119.63671432500996,124.20271480001975,20.0,1249975000.0,0.0,1249975000.0,1249975000.0,1249975000.0,1249975000.0,1249975000.0,20.0,1250024999.0,0.0,1250024999.0,1250024999.0,1250024999.0,1250024999.0,1250024999.0,20.0,121.66875,7.627462663142415,110.296875,143.84375,121.015625,118.8046875,123.1484375
merge_sort,medio,1,20.0,0.0003700599947478619,0.0016026594264533494,3.100023604929447e-06,0.0071788000059314,6.999995093792677e-06,5.499983672052622e-06,1.3175027561374009e-05,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00078125,0.003493856214843421,0.0,0.015625,0.0,0.0,0.0
merge_sort,medio,4,20.0,9.980003233067691e-06,2.6619425827101634e-06,7.399998139590025e-06,1.71000137925148e-05,8.99998121894896e-06,8.074959623627365e-06,1.0875024599954488e-05,20.0,4.7,0.47016234598162726,4.0,5.0,5.0,4.0,5.0,20.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,medio,16,20.0,3.819499397650361e-05,1.651677912637266e-05,2.4300010409206152e-05,8.700002217665315e-05,3.1100003980100155e-05,2.6874971808865666e-05,4.2100014979951084e-05,20.0,46.1,1.5525869752736796,42.0,48.0,46.0,45.75,47.0,20.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
merge_sort,medio,64,20.0,0.000159145003999535,6.033931825026339e-05,0.000110599969048,0.0003729000454768,0.0001455499732401,0.000119324991828725,0.000173375039594225,20.0,304.4,3.168928093718425,299.0,309.0,304.0,302.0,307.25,20.0,384.0,0.0,384.0,384.0,384.0,384.0,384.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
