algoritmo,caso,tamanho,tempo_medio,tempo_std,tempo_min,tempo_max
heap_sort,medio,1,6.249992293305695e-06,3.7560492354968993e-06,2.500019036233425e-06,1.550000160932541e-05
heap_sort,medio,4,1.4339995686896145e-05,1.5332265091866242e-05,6.399990525096655e-06,6.559997564181685e-05
heap_sort,medio,16,3.8919993676245214e-05,1.540134762424387e-05,2.400000812485814e-05,9.429996134713292e-05
heap_sort,medio,64,0.00016180000384333,3.4930984389280795e-05,0.0001185999717563,0.000208500016015
heap_sort,medio,256,0.000853610000922295,0.00015447239493062055,0.0006652000010944,0.0010829000384546
heap_sort,medio,1024,0.00408013000851492,0.00042205403669329613,0.0036313000018708,0.0054094999795779
heap_sort,medio,4096,0.018642199996975195,0.0005859997379229583,0.0174931000219658,0.0197908999980427
heap_sort,medio,16384,0.09865382000571113,0.015650327578726083,0.0829572000075131,0.144915500015486
heap_sort,medio,65536,0.3878601100033848,0.030654629843451613,0.3526772999903187,0.4803408000152558
heap_sort,medio,262144,1.8063473499933025,0.21376611257608974,1.5759366999845952,2.250912899966352
heap_sort,medio,1048576,8.090789050012244,0.31497350203974894,7.746428500046022,9.154708700021729
heap_sort,melhor,1,0.0007510850060498337,0.0033255582215991103,4.399975296109915e-06,0.0148798000300303
heap_sort,melhor,4,1.929000427480787e-05,1.0500617733795022e-05,8.90000956133008e-06,4.39999857917428e-05
heap_sort,melhor,16,4.211501218378544e-05,9.480571730486495e-06,2.7499976567924023e-05,6.009999196976423e-05
heap_sort,melhor,64,0.000245494997943705,0.00017128451232527032,0.0001572999753989,0.0009554999996908
heap_sort,melhor,256,0.001031405001413035,0.00023637926876228453,0.0008045000140555,0.0014003000105731
heap_sort,melhor,1024,0.006369399986579034,0.0014542176720745905,0.0042400999809615,0.0087325999629683
heap_sort,melhor,4096,0.03288088999979658,0.004483595325568327,0.0258772000088356,0.0453426999738439
heap_sort,melhor,16384,0.1312323849968379,0.01579878255734035,0.1117076000082306,0.1688440999714657
heap_sort,melhor,65536,0.48723524999513756,0.05603674885396598,0.4005775999976322,0.6317517999559641
heap_sort,melhor,262144,1.9491841200040654,0.20913135126075474,1.551199700043071,2.3869502000161447
heap_sort,melhor,1048576,7.950783534999937,0.6482742038977672,7.385968099988531,9.78072159999283
heap_sort,pior,1,9.069996303878725e-06,4.232589416641687e-06,4.499976057559252e-06,2.2899999748915437e-05
heap_sort,pior,4,1.718499988783151e-05,1.0335347677599538e-05,9.100011084228754e-06,5.850003799423576e-05
