algoritmo,caso,tamanho,repeticao,tempo_execucao,cpu_pico,comparacoes,trocas,particoes,profundidade_recursao,heapificacoes
heap_sort,melhor,65536,6,0.5045500000123866,0.5,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,7,0.5021742999670096,0.484375,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,8,0.5791765000321902,0.546875,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,9,0.49675499997101724,0.453125,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,10,0.4802431999705732,0.453125,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,11,0.49202790000708774,0.5,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,12,0.4279790000291541,0.421875,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,13,0.42405029997462407,0.4375,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,14,0.44638010003836825,0.421875,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,15,0.4745001000119373,0.484375,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,16,0.46698769996874034,0.4375,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,17,0.43447089998517185,0.4375,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,18,0.44160520000150427,0.4375,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,19,0.4482193000148982,0.453125,1948406,1034492,,16,1067260.0
heap_sort,melhor,65536,20,0.4005775999976322,0.390625,1948406,1034492,,16,1067260.0
heap_sort,melhor,262144,1,2.2227056000265293,2.203125,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,2,1.938450700021349,1.90625,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,3,1.9709352999925613,1.921875,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,4,2.159690500004217,2.109375,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,5,1.9869622999685816,1.953125,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,6,2.1118237000191584,2.109375,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,7,1.905094099987764,1.875,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,8,1.901483100024052,1.90625,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,9,2.0979783999500796,2.0625,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,10,2.2224397999816574,2.1875,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,11,2.3869502000161447,2.359375,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,12,1.9941095000249334,1.984375,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,13,1.880844800034538,1.828125,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,14,1.86636299995007,1.796875,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,15,1.6652326000039466,1.65625,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,16,1.551199700043071,1.546875,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,17,1.8983970999834128,1.84375,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,18,1.691266700043343,1.671875,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,19,1.7354607000015676,1.71875,8849195,4664612,,18,4795684.0
heap_sort,melhor,262144,20,1.7962946000043303,1.765625,8849195,4664612,,18,4795684.0
heap_sort,melhor,1048576,1,7.882489799987525,7.890625,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,2,7.554739999992307,7.5,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,3,7.929146900016349,7.703125,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,4,7.908822300028987,7.859375,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,5,7.508422399987467,7.453125,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,6,7.639142700005323,7.46875,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,7,7.737553399987519,7.703125,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,8,7.643784000014421,7.578125,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,9,7.571318299975246,7.515625,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,10,7.479682500008494,7.46875,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,11,7.532829599978868,7.46875,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,12,7.385968099988531,7.3125,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,13,7.404281799972523,7.34375,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,14,7.689204299997073,7.59375,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,15,7.742507699993439,7.59375,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,16,8.611470300005749,8.484375,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,17,8.466162300028373,8.359375,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,18,8.176487700024154,8.0625,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,19,9.78072159999283,9.546875,39624024,20803884,,20,21328172.0
heap_sort,melhor,1048576,20,9.37093500001356,9.171875,39624024,20803884,,20,21328172.0
heap_sort,pior,1,1,9.400013368576765e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,2,4.500034265220165e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,3,8.400005754083395e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,4,1.2599979527294636e-05,0.0,0,0,,0,0.0
heap_sort,pior,1,5,1.179997343569994e-05,0.0,0,0,,0,0.0
heap_sort,pior,1,6,8.400005754083395e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,7,1.3199984095990658e-05,0.0,0,0,,0,0.0
heap_sort,pior,1,8,1.1599971912801266e-05,0.0,0,0,,0,0.0
heap_sort,pior,1,9,1.0700023267418146e-05,0.0,0,0,,0,0.0
heap_sort,pior,1,10,8.800008799880743e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,11,5.300040356814861e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,12,4.499976057559252e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,13,9.399955160915852e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,14,7.199996616691351e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,15,8.100003469735384e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,16,4.8999791033566e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,17,5.999987479299307e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,18,2.2899999748915434e-05,0.0,0,0,,0,0.0
heap_sort,pior,1,19,8.400005754083395e-06,0.0,0,0,,0,0.0
heap_sort,pior,1,20,5.299982149153948e-06,0.0,0,0,,0,0.0
heap_sort,pior,4,1,1.209997572004795e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,2,9.100011084228754e-06,0.0,6,4,,2,6.0
heap_sort,pior,4,3,1.5700003132224083e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,4,1.7600017599761486e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,5,5.8500037994235754e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,6,2.440001117065549e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,7,1.479999627918005e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,8,1.2299977242946625e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,9,1.569994492456317e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,10,1.2300035450607538e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,11,1.190003240481019e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,12,1.2299977242946625e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,13,1.6099947970360518e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,14,1.3499986380338669e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,15,1.2300035450607538e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,16,1.4699995517730713e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,17,1.3599987141788006e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,18,1.7600017599761486e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,19,1.9400031305849552e-05,0.0,6,4,,2,6.0
heap_sort,pior,4,20,1.9799976143985987e-05,0.0,6,4,,2,6.0
heap_sort,pior,16,1,4.369998350739479e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,2,3.4699973184615374e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,3,3.330002073198557e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,4,3.749999450519681e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,5,3.439997090026736e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,6,3.2699957955628633e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,7,3.6999990697950125e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,8,4.4199987314641476e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,9,3.489997470751405e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,10,5.0799979362636805e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,11,3.590004052966833e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,12,3.6299985367804766e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,13,5.479995161294937e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,14,3.759999526664615e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,15,2.7799978852272034e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,16,4.090002039447427e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,17,4.099996294826269e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,18,4.810001701116562e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,19,4.0899962186813354e-05,0.0,72,42,,4,50.0
heap_sort,pior,16,20,3.3599964808672667e-05,0.0,72,42,,4,50.0
heap_sort,pior,64,1,0.00016659998800605536,0.0,525,288,,6,320.0
heap_sort,pior,64,2,0.00011749996338039637,0.0,525,288,,6,320.0
heap_sort,pior,64,3,0.00020150002092123032,0.0,525,288,,6,320.0
heap_sort,pior,64,4,0.00025159999495372176,0.0,525,288,,6,320.0
heap_sort,pior,64,5,0.00023390003480017185,0.0,525,288,,6,320.0
heap_sort,pior,64,6,0.00015550001990050077,0.0,525,288,,6,320.0
heap_sort,pior,64,7,0.0003328999737277627,0.0,525,288,,6,320.0
heap_sort,pior,64,8,0.00020399998174980283,0.0,525,288,,6,320.0
heap_sort,pior,64,9,0.00016599998343735933,0.0,525,288,,6,320.0
heap_sort,pior,64,10,0.0002492000348865986,0.0,525,288,,6,320.0
heap_sort,pior,64,11,0.00023060000967234373,0.0,525,288,,6,320.0
heap_sort,pior,64,12,0.00021929998183622956,0.0,525,288,,6,320.0
heap_sort,pior,64,13,0.00012099999003112316,0.0,525,288,,6,320.0
heap_sort,pior,64,14,0.0002182999742217362,0.0,525,288,,6,320.0
heap_sort,pior,64,15,0.00022790004732087255,0.0,525,288,,6,320.0
heap_sort,pior,64,16,0.0001810999820008874,0.0,525,288,,6,320.0
heap_sort,pior,64,17,0.00022090005222707987,0.0,525,288,,6,320.0
heap_sort,pior,64,18,0.0002815999905578792,0.0,525,288,,6,320.0
heap_sort,pior,64,19,0.0003203999949619174,0.0,525,288,,6,320.0
heap_sort,pior,64,20,0.00012530002277344465,0.0,525,288,,6,320.0
heap_sort,pior,256,1,0.0011030000168830156,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,2,0.0011328999535180628,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,3,0.0011440000380389392,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,4,0.0010198000236414373,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,5,0.0011715999571606517,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,6,0.0010652000200934708,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,7,0.000997799972537905,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,8,0.0011996999965049326,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,9,0.000991299981251359,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,10,0.0007083999807946384,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,11,0.0011627000058069825,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,12,0.001274299982469529,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,13,0.0013747999910265207,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,14,0.0012356999795883894,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,15,0.0010546999983489513,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,16,0.0010219999821856618,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,17,0.0011328000109642744,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,18,0.0011113999644294381,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,19,0.0009950000094249845,0.0,3106,1642,,8,1770.0
heap_sort,pior,256,20,0.0009620999917387962,0.0,3106,1642,,8,1770.0
heap_sort,pior,1024,1,0.005961799994111061,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,2,0.0059080999926663935,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,3,0.005511099996510893,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,4,0.0064273999887518585,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,5,0.006322200002614409,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,6,0.006127200031187385,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,7,0.005720200017094612,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,8,0.006229099992197007,0.015625,16407,8542,,10,9054.0
heap_sort,pior,1024,9,0.004673300019931048,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,10,0.008208999992348254,0.015625,16407,8542,,10,9054.0
heap_sort,pior,1024,11,0.004765399964526296,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,12,0.0039502999861724675,0.015625,16407,8542,,10,9054.0
heap_sort,pior,1024,13,0.005477100028656423,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,14,0.006121099984738976,0.015625,16407,8542,,10,9054.0
heap_sort,pior,1024,15,0.008057600003667176,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,16,0.007240200007800013,0.015625,16407,8542,,10,9054.0
heap_sort,pior,1024,17,0.006739800039213151,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,18,0.005596500006504357,0.015625,16407,8542,,10,9054.0
heap_sort,pior,1024,19,0.0065595999476499856,0.0,16407,8542,,10,9054.0
heap_sort,pior,1024,20,0.005629000021144748,0.015625,16407,8542,,10,9054.0
heap_sort,pior,4096,1,0.028348299965728074,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,2,0.03394549997756258,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,3,0.035940100031439215,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,4,0.031659199972637,0.015625,82304,42530,,12,44578.0
heap_sort,pior,4096,5,0.026958099973853678,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,6,0.031148599984589964,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,7,0.02983810001751408,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,8,0.029718999983742833,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,9,0.03191189997596666,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,10,0.029899100016336888,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,11,0.03105030005099252,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,12,0.031569399987347424,0.015625,82304,42530,,12,44578.0
heap_sort,pior,4096,13,0.03147370001534,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,14,0.03360279998742044,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,15,0.031696800026111305,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,16,0.028558199992403388,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,17,0.031089700001757592,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,18,0.025300399982370436,0.03125,82304,42530,,12,44578.0
heap_sort,pior,4096,19,0.031590000027790666,0.015625,82304,42530,,12,44578.0
heap_sort,pior,4096,20,0.03589070000452921,0.046875,82304,42530,,12,44578.0
heap_sort,pior,16384,1,0.12682040000800043,0.125,394520,203032,,14,211224.0
heap_sort,pior,16384,2,0.16795759997330606,0.125,394520,203032,,14,211224.0
heap_sort,pior,16384,3,0.110634199983906,0.078125,394520,203032,,14,211224.0
heap_sort,pior,16384,4,0.11396470002364367,0.09375,394520,203032,,14,211224.0
heap_sort,pior,16384,5,0.12694779998855665,0.140625,394520,203032,,14,211224.0
heap_sort,pior,16384,6,0.15557179995812476,0.15625,394520,203032,,14,211224.0
heap_sort,pior,16384,7,0.13264050002908334,0.125,394520,203032,,14,211224.0
heap_sort,pior,16384,8,0.1317875999957323,0.109375,394520,203032,,14,211224.0
heap_sort,pior,16384,9,0.14203500002622604,0.140625,394520,203032,,14,211224.0
heap_sort,pior,16384,10,0.15772180003114045,0.140625,394520,203032,,14,211224.0
heap_sort,pior,16384,11,0.14999609999358654,0.140625,394520,203032,,14,211224.0
heap_sort,pior,16384,12,0.14458409999497235,0.15625,394520,203032,,14,211224.0
heap_sort,pior,16384,13,0.12274889997206628,0.109375,394520,203032,,14,211224.0
heap_sort,pior,16384,14,0.12425950000761077,0.125,394520,203032,,14,211224.0
heap_sort,pior,16384,15,0.10946960002183914,0.09375,394520,203032,,14,211224.0
heap_sort,pior,16384,16,0.1193589000031352,0.109375,394520,203032,,14,211224.0
heap_sort,pior,16384,17,0.1109269000007771,0.09375,394520,203032,,14,211224.0
heap_sort,pior,16384,18,0.1005948000238277,0.09375,394520,203032,,14,211224.0
heap_sort,pior,16384,19,0.10659189999569207,0.109375,394520,203032,,14,211224.0
heap_sort,pior,16384,20,0.10567070002434775,0.109375,394520,203032,,14,211224.0
heap_sort,pior,65536,1,0.6026736999629065,0.5625,1839970,941220,,16,973988.0
heap_sort,pior,65536,2,0.448452599986922,0.4375,1839970,941220,,16,973988.0
heap_sort,pior,65536,3,0.41583269997499883,0.375,1839970,941220,,16,973988.0
heap_sort,pior,65536,4,0.40036339999642223,0.390625,1839970,941220,,16,973988.0
heap_sort,pior,65536,5,0.4347649000119418,0.40625,1839970,941220,,16,973988.0
heap_sort,pior,65536,6,0.3673547999933362,0.359375,1839970,941220,,16,973988.0
heap_sort,pior,65536,7,0.34771130001172423,0.328125,1839970,941220,,16,973988.0
heap_sort,pior,65536,8,0.3752137999981642,0.359375,1839970,941220,,16,973988.0
heap_sort,pior,65536,9,0.3534641000442207,0.34375,1839970,941220,,16,973988.0
heap_sort,pior,65536,10,0.4485530000529252,0.453125,1839970,941220,,16,973988.0
heap_sort,pior,65536,11,0.48914100002730265,0.46875,1839970,941220,,16,973988.0
heap_sort,pior,65536,12,0.3816127000027336,0.359375,1839970,941220,,16,973988.0
heap_sort,pior,65536,13,0.3597806000034325,0.3125,1839970,941220,,16,973988.0
heap_sort,pior,65536,14,0.36162669997429475,0.34375,1839970,941220,,16,973988.0
heap_sort,pior,65536,15,0.36647819995414466,0.34375,1839970,941220,,16,973988.0
heap_sort,pior,65536,16,0.4529649000032805,0.421875,1839970,941220,,16,973988.0
heap_sort,pior,65536,17,0.39839990000473335,0.390625,1839970,941220,,16,973988.0
heap_sort,pior,65536,18,0.37893910001730546,0.390625,1839970,941220,,16,973988.0
heap_sort,pior,65536,19,0.3692818999988958,0.34375,1839970,941220,,16,973988.0
heap_sort,pior,65536,20,0.33691600000020117,0.328125,1839970,941220,,16,973988.0
heap_sort,pior,262144,1,1.5858305000001565,1.578125,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,2,1.5463754999800585,1.5,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,3,1.4672070000087842,1.453125,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,4,1.4679100000066683,1.46875,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,5,1.6350115000386722,1.625,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,6,1.4291951999766752,1.375,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,7,1.9037667000084184,1.875,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,8,1.5220532000530511,1.5,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,9,1.4529318999848329,1.4375,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,10,1.4396487000049092,1.421875,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,11,1.5072636000113562,1.5,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,12,1.5285427000490017,1.515625,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,13,1.4197068000212312,1.40625,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,14,1.4227539999992587,1.40625,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,15,1.4944263000506908,1.46875,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,16,1.535438500053715,1.53125,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,17,1.4292934999684803,1.4375,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,18,1.5150090000242926,1.484375,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,19,1.4267611999530345,1.4375,8397651,4287044,,18,4418116.0
heap_sort,pior,262144,20,1.4260063000256196,1.421875,8397651,4287044,,18,4418116.0
heap_sort,pior,1048576,1,6.570153200009372,6.515625,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,2,6.730807299958542,6.671875,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,3,6.395943599985912,6.375,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,4,6.361087700002827,6.296875,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,5,6.604627900000196,6.515625,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,6,6.618286899989471,6.578125,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,7,6.71147199999541,6.671875,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,8,6.415943800006062,6.375,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,9,6.476810300024226,6.359375,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,10,6.594208199996501,6.546875,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,11,7.462333100032993,7.375,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,12,6.7600545000168495,6.734375,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,13,6.742527500027791,6.703125,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,14,6.904017299995758,6.8125,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,15,6.837217399966903,6.796875,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,16,6.806585899961647,6.734375,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,17,8.04287879995536,7.890625,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,18,8.033130800002255,7.953125,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,19,8.62540399999125,8.484375,37875507,19292288,,20,19816576.0
heap_sort,pior,1048576,20,6.554538600030355,6.46875,37875507,19292288,,20,19816576.0
heap_sort,medio,1,1,9.400013368576765e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,2,5.300040356814861e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,3,7.099995855242014e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,4,1.0699965059757233e-05,0.0,0,0,,0,0.0
heap_sort,medio,1,5,1.4299992471933365e-05,0.0,0,0,,0,0.0
heap_sort,medio,1,6,7.399998139590025e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,7,1.550000160932541e-05,0.0,0,0,,0,0.0
heap_sort,medio,1,8,7.099995855242014e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,9,4.599976819008589e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,10,2.900022082030773e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,11,3.0999653972685337e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,12,2.500019036233425e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,13,3.89997148886323e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,14,3.2999669201672077e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,15,3.5999692045152187e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,16,7.099995855242014e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,17,6.799993570894003e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,18,4.099973011761904e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,19,3.4999684430658817e-06,0.0,0,0,,0,0.0
heap_sort,medio,1,20,2.800021320581436e-06,0.0,0,0,,0,0.0
heap_sort,medio,4,1,8.800008799880743e-06,0.0,7,7,,3,9.0
heap_sort,medio,4,2,7.099995855242014e-06,0.0,7,6,,3,8.0
heap_sort,medio,4,3,9.800016414374113e-06,0.0,7,7,,3,9.0
heap_sort,medio,4,4,8.000002708286047e-06,0.0,7,7,,2,9.0
heap_sort,medio,4,5,8.100003469735384e-06,0.0,7,6,,2,8.0
heap_sort,medio,4,6,7.499998901039362e-06,0.0,6,6,,2,8.0
heap_sort,medio,4,7,6.399990525096655e-06,0.0,7,6,,2,8.0
heap_sort,medio,4,8,1.2499978765845299e-05,0.0,6,6,,2,8.0
heap_sort,medio,4,9,1.0000017937272787e-05,0.0,7,6,,2,8.0
heap_sort,medio,4,10,9.599956683814526e-06,0.0,7,7,,3,9.0
heap_sort,medio,4,11,7.199996616691351e-06,0.0,7,7,,2,9.0
heap_sort,medio,4,12,7.199996616691351e-06,0.0,7,7,,3,9.0
heap_sort,medio,4,13,7.599999662488699e-06,0.0,7,8,,3,10.0
heap_sort,medio,4,14,1.4099990949034691e-05,0.0,6,4,,2,6.0
heap_sort,medio,4,15,1.2899981811642647e-05,0.0,7,5,,2,7.0
heap_sort,medio,4,16,5.0600036047399044e-05,0.0,7,8,,3,10.0
heap_sort,medio,4,17,6.559997564181685e-05,0.0,6,6,,2,8.0
heap_sort,medio,4,18,1.0000017937272787e-05,0.0,6,5,,2,7.0
heap_sort,medio,4,19,1.009996049106121e-05,0.0,6,7,,2,9.0
heap_sort,medio,4,20,1.3699987903237343e-05,0.0,6,6,,2,8.0
heap_sort,medio,16,1,2.8100039344280958e-05,0.0,79,52,,5,60.0
heap_sort,medio,16,2,3.9899954572319984e-05,0.0,79,52,,4,60.0
heap_sort,medio,16,3,3.7299992982298136e-05,0.0,81,52,,4,60.0
heap_sort,medio,16,4,9.429996134713292e-05,0.0,79,51,,4,59.0
heap_sort,medio,16,5,3.960001049563289e-05,0.0,78,51,,4,59.0
heap_sort,medio,16,6,2.889998722821474e-05,0.0,81,51,,4,59.0
heap_sort,medio,16,7,3.689998993650079e-05,0.0,82,52,,4,60.0
heap_sort,medio,16,8,5.989999044686556e-05,0.0,81,55,,5,63.0
heap_sort,medio,16,9,4.080001963302493e-05,0.0,81,55,,4,63.0
heap_sort,medio,16,10,2.8099981136620045e-05,0.0,83,52,,4,60.0
heap_sort,medio,16,11,2.400000812485814e-05,0.0,81,53,,4,61.0
heap_sort,medio,16,12,3.339996328577399e-05,0.0,82,51,,4,59.0
heap_sort,medio,16,13,3.819999983534217e-05,0.0,81,54,,4,62.0
heap_sort,medio,16,14,3.9700011257082224e-05,0.0,80,49,,4,57.0
heap_sort,medio,16,15,3.71999922208488e-05,0.0,80,51,,4,59.0
heap_sort,medio,16,16,4.700000863522291e-05,0.0,83,51,,4,59.0
heap_sort,medio,16,17,3.130000550299883e-05,0.0,84,55,,4,63.0
heap_sort,medio,16,18,2.8499984182417393e-05,0.0,79,51,,4,59.0
